##;ENG;FRA;ITA;SPA;GER;POL;POR;RUS;;;X
PROV2288;아조레스 플랫폼 ;;;;;;;;;;X
PROV2289;포클랜드 해대 ;;;;;;;;;;X
PROV2290;서 사우스샌드위치 해구 ;;;;;;;;;;X
PROV2291;남동 아르헨티나 심해저평원 ;;;;;;;;;;X
PROV2292;히우 그란지 단열대 ;;;;;;;;;;X
PROV2293;히우 그란지 해대 ;;;;;;;;;;X
PROV2294;트린다데 섬 ;;;;;;;;;;X
PROV2295;리오 데 라 플라타 ;;;;;;;;;;X
PROV2296;마젤란 해협 ;;;;;;;;;;X
PROV2297;스코샤 해 ;;;;;;;;;;X
PROV2298;아르헨티나 해분 ;;;;;;;;;;X
PROV2299;파투스 호 ;;;;;;;;;;X
PROV2300;프리오 곶 ;;;;;;;;;;X
PROV2301;산투스 해대 ;;;;;;;;;;X
PROV2302;노르데스테 해안 ;;;;;;;;;;X
PROV2303;폰타 두 칼레아냐르 ;;;;;;;;;;X
PROV2304;가이아나 해안 ;;;;;;;;;;X
PROV2305;데메라로 심해저평원 ;;;;;;;;;;X
PROV2306;베네수엘라 군도 ;;;;;;;;;;X
PROV2307;윈드워드 제도 ;;;;;;;;;;X
PROV2308;북 가이아나 해분 ;;;;;;;;;;X
PROV2309;푸에르토 리코 해구 ;;;;;;;;;;X
PROV2310;나레스 심해저평원 ;;;;;;;;;;X
PROV2311;버뮤다 해대 ;;;;;;;;;;X
PROV2312;그래시 만 ;;;;;;;;;;X
PROV2313;좀 심해저평원 ;;;;;;;;;;X
PROV2314;사르가소 해 ;;;;;;;;;;X
PROV2315;블레이크 해대 ;;;;;;;;;;X
PROV2316;플로리다 해안 ;;;;;;;;;;X
PROV2317;리워드 제도 ;;;;;;;;;;X
PROV2318;버뮤다 해양대 ;;;;;;;;;;X
PROV2319;남 해터러스 심해저평원 ;;;;;;;;;;X
PROV2320;바하마 군도 ;;;;;;;;;;X
PROV2321;체서피크 만 ;;;;;;;;;;X
PROV2322;북 해터러스 심해저평원 ;;;;;;;;;;X
PROV2323;롱 아일랜드 해안 ;;;;;;;;;;X
PROV2324;세인트 로렌스 만 ;;;;;;;;;;X
PROV2325;펀디 만 ;;;;;;;;;;X
PROV2326;노바 스코샤 해안 ;;;;;;;;;;X
PROV2327;메인 만 ;;;;;;;;;;X
PROV2328;동 버뮤다 ;;;;;;;;;;X
PROV2329;그랜드 뱅크스 ;;;;;;;;;;X
PROV2330;코너 스피어 해산군 ;;;;;;;;;;X
PROV2331;남부 북대서양-중앙해령 ;;;;;;;;;;X
PROV2332;대양 해저협곡 ;;;;;;;;;;X
PROV2333;플레미시 곶 ;;;;;;;;;;X
PROV2334;레이스 곶 ;;;;;;;;;;X
PROV2335;뉴펀들랜드 심해저평원 ;;;;;;;;;;X
PROV2336;애팔래치 만 ;;;;;;;;;;X
PROV2337;플로리다 해협 ;;;;;;;;;;X
PROV2338;루이지애나 해안 ;;;;;;;;;;X
PROV2339;유카탄 해안 ;;;;;;;;;;X
PROV2340;멕시코 만 ;;;;;;;;;;X
PROV2341;캄페체 만 ;;;;;;;;;;X
PROV2342;온두라스 만 ;;;;;;;;;;X
PROV2343;유카탄 해협 ;;;;;;;;;;X
PROV2344;모스키토 해안 ;;;;;;;;;;X
PROV2345;모스키토 만 ;;;;;;;;;;X
PROV2346;자메이카 해협 ;;;;;;;;;;X
PROV2347;카리브 해 ;;;;;;;;;;X
PROV2348;베네수엘라 만 ;;;;;;;;;;X
PROV2349;다리엔 만 ;;;;;;;;;;X
PROV2350;테우안테펙 만 ;;;;;;;;;;X
PROV2351;과테말라 해분 ;;;;;;;;;;X
PROV2352;파나마 해분 ;;;;;;;;;;X
PROV2353;파나마 만 ;;;;;;;;;;X
PROV2354;콜롬비아 해안 ;;;;;;;;;;X
PROV2355;페루 해안 ;;;;;;;;;;X
PROV2356;페루 해분 ;;;;;;;;;;X
PROV2357;칠레 해팽 ;;;;;;;;;;X
PROV2358;아타카마 해구 ;;;;;;;;;;X
PROV2359;남 칠레 해안 ;;;;;;;;;;X
PROV2360;나스카 해령 ;;;;;;;;;;X
PROV2361;칠레 해분 ;;;;;;;;;;X
PROV2362;동 엘타닌 단열대 ;;;;;;;;;;X
PROV2363;북서 훔볼트 심해저평원 ;;;;;;;;;;X
PROV2364;남 나지아 해령 ;;;;;;;;;;X
PROV2365;서 챌린저 단열대 ;;;;;;;;;;X
PROV2366;중앙 챌린저 단열대 ;;;;;;;;;;X
PROV2367;동 챌린저 단열대 ;;;;;;;;;;X
PROV2368;콜론 해령 ;;;;;;;;;;X
PROV2369;페루 해분 ;;;;;;;;;;X
PROV2370;동 이스터 단열대 ;;;;;;;;;;X
PROV2371;동 마르키즈 단열대 ;;;;;;;;;;X
PROV2372;중앙 마르키즈 단열대 ;;;;;;;;;;X
PROV2373;서 마르키즈 단열대 ;;;;;;;;;;X
PROV2374;북동 태평양 해분 ;;;;;;;;;;X
PROV2375;클리퍼턴 단열대 ;;;;;;;;;;X
PROV2376;서 클리퍼턴 단열대 ;;;;;;;;;;X
PROV2377;갈라파고스 단열대 ;;;;;;;;;;X
PROV2378;동 태평양 해대 ;;;;;;;;;;X
PROV2379;멘도시노 단열대 ;;;;;;;;;;X
PROV2380;클라리온 단열대 ;;;;;;;;;;X
PROV2381;동 멘도시노 단열대 ;;;;;;;;;;X
PROV2382;몰로카이 단열대 ;;;;;;;;;;X
PROV2383;카후쿠 곶 ;;;;;;;;;;X
PROV2384;캘리포니아 만 ;;;;;;;;;;X
PROV2385;멕시코 태평양 해안 ;;;;;;;;;;X
PROV2386;알리호스 암초 ;;;;;;;;;;X
PROV2387;중앙 아메리카 해구 ;;;;;;;;;;X
PROV2388;오리건 해안 ;;;;;;;;;;X
PROV2389;캘리포니아 해안 ;;;;;;;;;;X
PROV2390;후안 데 푸카 해령 ;;;;;;;;;;X
PROV2391;패턴 해저애 ;;;;;;;;;;X
PROV2392;알렉산더 제도 ;;;;;;;;;;X
PROV2393;캐스캐디어 해분 ;;;;;;;;;;X
PROV2394;알래스카 해안 ;;;;;;;;;;X
PROV2395;알류샨 해구 ;;;;;;;;;;X
PROV2396;알류샨 열도 ;;;;;;;;;;X
PROV2397;알래스카 만 ;;;;;;;;;;X
PROV2398;터프츠 심해저평원 ;;;;;;;;;;X
PROV2399;콘스톡 해산 ;;;;;;;;;;X
PROV2400;북 태평양 해분 ;;;;;;;;;;X
PROV2401;서 멘도시노 단열대 ;;;;;;;;;;X
PROV2402;베링 해협 ;;;;;;;;;;X
PROV2403;브리스톨 만 ;;;;;;;;;;X
PROV2404;베링 해 ;;;;;;;;;;X
PROV2405;바우어스 해분 ;;;;;;;;;;X
PROV2406;코모도어 제도 ;;;;;;;;;;X
PROV2407;동 캄차카 해안 ;;;;;;;;;;X
PROV2408;쿠릴 해구 ;;;;;;;;;;X
PROV2409;캄차카 해분 ;;;;;;;;;;X
PROV2410;헤스 해팽 ;;;;;;;;;;X
PROV2411;황제 주상해분 ;;;;;;;;;;X
PROV2412;황제 해령 ;;;;;;;;;;X
PROV2413;북서 태평양 해분 ;;;;;;;;;;X
PROV2414;웨이크 섬 ;;;;;;;;;;X
PROV2415;보닌 해구 ;;;;;;;;;;X
PROV2416;마커스 섬 ;;;;;;;;;;X
PROV2417;서부 중앙 태평양 해령 ;;;;;;;;;;X
PROV2418;서 태평양 ;;;;;;;;;;X
PROV2419;동부 중앙 태평양 해령 ;;;;;;;;;;X
PROV2420;일본 해구 ;;;;;;;;;;X
PROV2421;바운티 주상해분 ;;;;;;;;;;X
PROV2422;바커트 해산 ;;;;;;;;;;X
PROV2423;서 엘타닌 단열대 ;;;;;;;;;;X
PROV2424;마셜 제도 ;;;;;;;;;;X
PROV2425;라타크 제도 ;;;;;;;;;;X
PROV2426;동 마리아나 해분 ;;;;;;;;;;X
PROV2427;동 말라네시아 해분 ;;;;;;;;;;X
PROV2428;서 말라네시아 해분 ;;;;;;;;;;X
PROV2429;라티크 제도 ;;;;;;;;;;X
PROV2430;지브롤터 해협 ;;;;;;;;;;X
PROV2431;네커 해령 ;;;;;;;;;;X
PROV2432;비티아즈 해구 ;;;;;;;;;;X
PROV2433;나우루 섬 ;;;;;;;;;;X
PROV2434;피지 제도 ;;;;;;;;;;X
PROV2435;길버트 제도 ;;;;;;;;;;X
PROV2436;투발루 제도 ;;;;;;;;;;X
PROV2437;중앙 길버트 제도 ;;;;;;;;;;X
PROV2438;로열티 제도 ;;;;;;;;;;X
PROV2439;동부 솔로몬 제도 ;;;;;;;;;;X
PROV2440;세인트 조지 곶 ;;;;;;;;;;X
PROV2441;뉴헤브리디스 제도 ;;;;;;;;;;X
PROV2442;산타 크루스 제도 ;;;;;;;;;;X
PROV2443;뉴헤브리디스 해구 ;;;;;;;;;;X
PROV2444;퀸즐랜드 해안 ;;;;;;;;;;X
PROV2445;퀸즐랜드 해대 ;;;;;;;;;;X
PROV2446;산호 해 ;;;;;;;;;;X
PROV2447;밀른 만 ;;;;;;;;;;X
PROV2448;플래터리 곶 ;;;;;;;;;;X
PROV2449;웰즐리 제도 ;;;;;;;;;;X
PROV2450;토레스 해협 ;;;;;;;;;;X
PROV2451;그레이트 배리어 산호초 ;;;;;;;;;;X
PROV2452;동부 해역 ;;;;;;;;;;X
PROV2453;수에즈 운하 ;;;;;;;;;;X
PROV2454;카펀테리아 만 ;;;;;;;;;;X
PROV2455;솔로몬 해 ;;;;;;;;;;X
PROV2456;솔로몬 제도 ;;;;;;;;;;X
PROV2457;산 크리스토발 해구 ;;;;;;;;;;X
PROV2458;세인트 조지 해협 ;;;;;;;;;;X
PROV2459;휴온 만 ;;;;;;;;;;X
PROV2460;토로브리안드 군도 ;;;;;;;;;;X
PROV2461;이리안 만 ;;;;;;;;;;X
PROV2462;훔볼트 만 ;;;;;;;;;;X
PROV2463;오네가 호 ;;;;;;;;;;X
PROV2464;자유 ;;;;;;;;;;X
PROV2465;서 비스마르크 해 ;;;;;;;;;;X
PROV2466;비스마르크 해 ;;;;;;;;;;X
PROV2467;어드미럴티 제도 ;;;;;;;;;;X
PROV2468;남 캐롤라인 해분 ;;;;;;;;;;X
PROV2469;비스마르크 제도 ;;;;;;;;;;X
PROV2470;서 캐롤라인 해분 ;;;;;;;;;;X
PROV2471;세냐빈 제도 ;;;;;;;;;;X
PROV2472;마리아나 해구 ;;;;;;;;;;X
PROV2473;동 캐롤라인 해분 ;;;;;;;;;;X
PROV2474;챌린저 해연 ;;;;;;;;;;X
PROV2475;마리아나 제도 ;;;;;;;;;;X
PROV2476;보닌 제도 ;;;;;;;;;;X
PROV2477;이즈 제도 ;;;;;;;;;;X
PROV2478;야프 제도 ;;;;;;;;;;X
PROV2479;펠렐리우 규슈 해령 ;;;;;;;;;;X
PROV2480;다이토 제도 ;;;;;;;;;;X
PROV2481;동 필리핀 해분 ;;;;;;;;;;X
PROV2482;필리핀 해 ;;;;;;;;;;X
PROV2483;팔라우 제도 ;;;;;;;;;;X
PROV2484;필리핀 해구 ;;;;;;;;;;X
PROV2485;링가옌 만 ;;;;;;;;;;X
PROV2486;폴릴로 제도 ;;;;;;;;;;X
PROV2487;서 필리핀 해분 ;;;;;;;;;;X
PROV2488;오스미 제도 ;;;;;;;;;;X
PROV2489;세토 내해 ;;;;;;;;;;X
PROV2490;류큐 해구 ;;;;;;;;;;X
PROV2491;에리모 곶 ;;;;;;;;;;X
PROV2492;도쿄 만 ;;;;;;;;;;X
PROV2493;시호테 알린 해안 ;;;;;;;;;;X
PROV2494;에리모 곶 ;;;;;;;;;;X
PROV2495;대한 해협 ;;;;;;;;;;X
PROV2496;동한 만 ;;;;;;;;;;X
PROV2497;쓰시마 해협 ;;;;;;;;;;X
PROV2498;동해 ;;;;;;;;;;X
PROV2499;테르페니야 만 ;;;;;;;;;;X
PROV2500;사할린 해안 ;;;;;;;;;;X
PROV2501;라 페루즈 해협 ;;;;;;;;;;X
PROV2502;타타르 해협 ;;;;;;;;;;X
PROV2503;남 오호츠크 해 ;;;;;;;;;;X
PROV2504;쿠릴 열도 ;;;;;;;;;;X
PROV2505;서 캄차카 해안 ;;;;;;;;;;X
PROV2506;셰릴호프 만 ;;;;;;;;;;X
PROV2507;엘리자베트 만 ;;;;;;;;;;X
PROV2508;우다 만 ;;;;;;;;;;X
PROV2509;북 오호츠크 해 ;;;;;;;;;;X
PROV2510;나가예보 만 ;;;;;;;;;;X
PROV2511;사키시마 제도 ;;;;;;;;;;X
PROV2512;류큐 제도 ;;;;;;;;;;X
PROV2513;동 중국 해 ;;;;;;;;;;X
PROV2514;항저우 만 ;;;;;;;;;;X
PROV2515;타이완 해협 ;;;;;;;;;;X
PROV2516;산둥 해안 ;;;;;;;;;;X
PROV2517;황해 ;;;;;;;;;;X
PROV2518;보하이 해 ;;;;;;;;;;X
PROV2519;스프래틀리 군도 ;;;;;;;;;;X
PROV2520;파라셀 제도 ;;;;;;;;;;X
PROV2521;남 중국 해 ;;;;;;;;;;X
PROV2522;까마우 곶 ;;;;;;;;;;X
PROV2523;통킹 만 ;;;;;;;;;;X
PROV2524;광둥 해안 ;;;;;;;;;;X
PROV2525;방콕 만 ;;;;;;;;;;X
PROV2526;타이 만 ;;;;;;;;;;X
PROV2527;붕구란 제도 ;;;;;;;;;;X
PROV2528;말레이시아 해안 ;;;;;;;;;;X
PROV2529;방카 섬 ;;;;;;;;;;X
PROV2530;남 말라카 해협 ;;;;;;;;;;X
PROV2531;북 말라카 해협 ;;;;;;;;;;X
PROV2532;타파눌리 만 ;;;;;;;;;;X
PROV2533;순다 해협 ;;;;;;;;;;X
PROV2534;남 자바 해안 ;;;;;;;;;;X
PROV2535;북 자바 해안 ;;;;;;;;;;X
PROV2536;카리마타 해협 ;;;;;;;;;;X
PROV2537;사페 해협 ;;;;;;;;;;X
PROV2538;발리 해 ;;;;;;;;;;X
PROV2539;남 보르네오 해안 ;;;;;;;;;;X
PROV2540;자바 해 ;;;;;;;;;;X
PROV2541;마카사르 해협 ;;;;;;;;;;X
PROV2542;사부 해 ;;;;;;;;;;X
PROV2543;롬복 해협 ;;;;;;;;;;X
PROV2544;크리스마스 섬 ;;;;;;;;;;X
PROV2545;카로소 곶 ;;;;;;;;;;X
PROV2546;서 자바 해구 ;;;;;;;;;;X
PROV2547;반다 해 ;;;;;;;;;;X
PROV2548;몰루카 해 ;;;;;;;;;;X
PROV2549;톨로 만 ;;;;;;;;;;X
PROV2550;북 반다 해분 ;;;;;;;;;;X
PROV2551;세람 해 ;;;;;;;;;;X
PROV2552;베라우 만 ;;;;;;;;;;X
PROV2553;셀레베스 해 ;;;;;;;;;;X
PROV2554;할마헤라 해 ;;;;;;;;;;X
PROV2555;레이테 만 ;;;;;;;;;;X
PROV2556;술루 해 ;;;;;;;;;;X
PROV2557;수리가오 해협 ;;;;;;;;;;X
PROV2558;시부얀 해 ;;;;;;;;;;X
PROV2559;다투 만 ;;;;;;;;;;X
PROV2560;팔라완 해협 ;;;;;;;;;;X
PROV2561;아라푸라 해 ;;;;;;;;;;X
PROV2562;캄라우 만 ;;;;;;;;;;X
PROV2563;아루 군도 ;;;;;;;;;;X
PROV2564;보너파트 만 ;;;;;;;;;;X
PROV2565;롤리 사주 ;;;;;;;;;;X
PROV2566;보너파트 군도 ;;;;;;;;;;X
PROV2567;티모르 해 ;;;;;;;;;;X
PROV2568;중앙 인도양-중앙해분 ;;;;;;;;;;X
PROV2569;북 나인티이스트 해령 ;;;;;;;;;;X
PROV2570;남 인도양-중앙해분 ;;;;;;;;;;X
PROV2571;남 나인티이스트 해령 ;;;;;;;;;;X
PROV2572;북 오스트레일리아 해분 ;;;;;;;;;;X
PROV2573;서 오스트레일리아 해분 ;;;;;;;;;;X
PROV2574;지오그래프 만 ;;;;;;;;;;X
PROV2575;파나마 운하 ;;;;;;;;;;X
PROV2576;샤크 만 ;;;;;;;;;;X
PROV2577;엑스마우스 만 ;;;;;;;;;;X
PROV2578;남서 오스트레일리아 해분 ;;;;;;;;;;X
PROV2579;샌디 만 ;;;;;;;;;;X
PROV2580;남 오스트레일리아 해분 ;;;;;;;;;;X
PROV2581;그레이트 오스트레일리아 만 ;;;;;;;;;;X
PROV2582;스펜서 만 ;;;;;;;;;;X
PROV2583;배스 해협 ;;;;;;;;;;X
PROV2584;퍼노 제도 ;;;;;;;;;;X
PROV2585;카라메아 만 ;;;;;;;;;;X
PROV2586;태즈먼 해분 ;;;;;;;;;;X
PROV2587;나인티 마일 해변 ;;;;;;;;;;X
PROV2588;저비스 만 ;;;;;;;;;;X
PROV2589;뉴칼레도니아 해분 ;;;;;;;;;;X
PROV2590;쿡 해협 ;;;;;;;;;;X
PROV2591;태즈먼 해 ;;;;;;;;;;X
PROV2592;노퍽 섬 ;;;;;;;;;;X
PROV2593;로드 하우 해팽 ;;;;;;;;;;X
PROV2594;태즈먼 심해저평원 ;;;;;;;;;;X
PROV2595;플렌티 만 ;;;;;;;;;;X
PROV2596;콜빌 해령 ;;;;;;;;;;X
PROV2597;마니히키 해대 ;;;;;;;;;;X
PROV2598;북 통가 해구 ;;;;;;;;;;X
PROV2599;남 피지 해분 ;;;;;;;;;;X
PROV2600;베버리지 산호초 ;;;;;;;;;;X
PROV2601;파버트 해산 ;;;;;;;;;;X
PROV2602;웨스턴 포인트 만 ;;;;;;;;;;X
PROV2603;북 피닉스 제도 ;;;;;;;;;;X
PROV2604;북 피닉스 제도 ;;;;;;;;;;X
PROV2605;길버츠-피닉스 해협 ;;;;;;;;;;X
PROV2606;부샤르 해산 ;;;;;;;;;;X
PROV2607;중앙 라인 제도 ;;;;;;;;;;X
PROV2608;쿠퍼 해령 ;;;;;;;;;;X
PROV2609;마르키즈 단열대 ;;;;;;;;;;X
PROV2610;극서 클리퍼턴 단열대 ;;;;;;;;;;X
PROV2611;브로큰 해대 ;;;;;;;;;;X
PROV2612;남서 인도 해령 ;;;;;;;;;;X
PROV2613;서 브로큰 해령 ;;;;;;;;;;X
PROV2614;동 브로큰 해령 ;;;;;;;;;;X
PROV2615;남 나탈 해분 ;;;;;;;;;;X
PROV2616;남서 인도 해령 ;;;;;;;;;;X
PROV2617;남서 마다가스카르 해분 ;;;;;;;;;;X
PROV2618;남동 마다가스카르 해분 ;;;;;;;;;;X
PROV2619;크로제 해분 ;;;;;;;;;;X
PROV2620;북동 마다가스카르 해분 ;;;;;;;;;;X
PROV2621;남 마스카렌 해대 ;;;;;;;;;;X
PROV2622;북서 인도양 ;;;;;;;;;;X
PROV2623;동 마스카렌 해대 ;;;;;;;;;;X
PROV2624;북 인도양-중앙해령 ;;;;;;;;;;X
PROV2625;중앙 인도양-중앙해령 ;;;;;;;;;;X
PROV2626;남 인도양-중앙해령 ;;;;;;;;;;X
PROV2627;9도 해협 ;;;;;;;;;;X
PROV2628;만나르 만 ;;;;;;;;;;X
PROV2629;북 인도양-중앙해분 ;;;;;;;;;;X
PROV2630;팔크 해협 ;;;;;;;;;;X
PROV2631;미드웨이 섬 ;;;;;;;;;;X
PROV2632;치누크 해협 ;;;;;;;;;;X
PROV2633;서 머리 단열대 ;;;;;;;;;;X
PROV2634;카할라 곶 ;;;;;;;;;;X
PROV2635;하와이 해령 ;;;;;;;;;;X
PROV2636;마로 환초 ;;;;;;;;;;X
PROV2637;진주만 ;;;;;;;;;;X
PROV2638;아푸아 곶 ;;;;;;;;;;X
PROV2639;존스턴 환초 ;;;;;;;;;;X
PROV2640;남 벵골 만 ;;;;;;;;;;X
PROV2641;중앙 벵골 만 ;;;;;;;;;;X
PROV2642;크리슈나 하구 ;;;;;;;;;;X
PROV2643;서 갠지스 하구 ;;;;;;;;;;X
PROV2644;서 안다만 해 ;;;;;;;;;;X
PROV2645;동 갠지스 하구 ;;;;;;;;;;X
PROV2646;마르파탄 만 ;;;;;;;;;;X
PROV2647;동 안다만 해 ;;;;;;;;;;X
PROV2648;허드슨 만 ;;;;;;;;;;X
PROV2649;데이비스 해협 ;;;;;;;;;;X
PROV2650;허드슨 해협 ;;;;;;;;;;X
PROV2651;래브라도 해 ;;;;;;;;;;X
PROV2652;페어웰 곶 ;;;;;;;;;;X
PROV2653;북서 대서양 해저협곡 ;;;;;;;;;;X
PROV2654;그린란드 해안 ;;;;;;;;;;X
PROV2655;이마르수와크 해협 ;;;;;;;;;;X
PROV2656;북 아조레스 해 ;;;;;;;;;;X
PROV2657;아이슬란드 해분 ;;;;;;;;;;X
PROV2658;찰리 깁스 단열대 ;;;;;;;;;;X
PROV2659;모리 해협 ;;;;;;;;;;X
PROV2660;이르밍거 해분 ;;;;;;;;;;X
PROV2661;남 레이캬네스 해령 ;;;;;;;;;;X
PROV2662;북 레이캬네스 해령 ;;;;;;;;;;X
PROV2663;북부 덴마크 해협 ;;;;;;;;;;X
PROV2664;베스트만나에리야르 ;;;;;;;;;;X
PROV2665;그림세이 섬 ;;;;;;;;;;X
PROV2666;얀 마옌 해령 ;;;;;;;;;;X
PROV2667;서부 그린란드 해 ;;;;;;;;;;X
PROV2668;중앙 그린란드 해 ;;;;;;;;;;X
PROV2669;동부 그린란드 해 ;;;;;;;;;;X
PROV2670;서부 노르웨이 해 ;;;;;;;;;;X
PROV2671;노르카프 ;;;;;;;;;;X
PROV2672;트론헤임스피오르드 ;;;;;;;;;;X
PROV2673;뵈링 뱅크 ;;;;;;;;;;X
PROV2674;노르웨이 해분 ;;;;;;;;;;X
PROV2675;록콜 해대 ;;;;;;;;;;X
PROV2676;페로 제도 ;;;;;;;;;;X
PROV2677;바렌츠 해 ;;;;;;;;;;X
PROV2678;모토프스키 만 ;;;;;;;;;;X
PROV2679;백해 ;;;;;;;;;;X
PROV2680;아랄 해 ;;;;;;;;;;X
PROV2681;노르웨이 심해저평원 ;;;;;;;;;;X
PROV2682;워시 만 ;;;;;;;;;;X
PROV2683;포스 만 ;;;;;;;;;;X
PROV2684;셰틀랜드 제도 ;;;;;;;;;;X
PROV2685;오크니 제도 ;;;;;;;;;;X
PROV2686;서부 북해 ;;;;;;;;;;X
PROV2687;바이칼 호 ;;;;;;;;;;X
PROV2688;도거 뱅크 ;;;;;;;;;;X
PROV2689;노르웨이 해협 ;;;;;;;;;;X
PROV2690;동부 북해 ;;;;;;;;;;X
PROV2691;독일 만 ;;;;;;;;;;X
PROV2692;헬골란트 만 ;;;;;;;;;;X
PROV2693;프리지아 제도 ;;;;;;;;;;X
PROV2694;스카게라크 해협 ;;;;;;;;;;X
PROV2695;카테가트 해협 ;;;;;;;;;;X
PROV2696;메클렌부르크 만 ;;;;;;;;;;X
PROV2697;스헬데 하구 ;;;;;;;;;;X
PROV2698;도버 해협 ;;;;;;;;;;X
PROV2699;센 만 ;;;;;;;;;;X
PROV2700;영국 해협 ;;;;;;;;;;X
PROV2701;생 말로 만 ;;;;;;;;;;X
PROV2702;키브롱 만 ;;;;;;;;;;X
PROV2703;비스케이 만 ;;;;;;;;;;X
PROV2704;동 비스카야 해분 ;;;;;;;;;;X
PROV2705;페나스 만 ;;;;;;;;;;X
PROV2706;갈리시아 뱅크 ;;;;;;;;;;X
PROV2707;포큐파인 심해저평원 ;;;;;;;;;;X
PROV2708;아일랜드 해 ;;;;;;;;;;X
PROV2709;세인트 조지 해협 ;;;;;;;;;;X
PROV2710;켈트 해 ;;;;;;;;;;X
PROV2711;포큐파인 뱅크 ;;;;;;;;;;X
PROV2712;노스 해협 ;;;;;;;;;;X
PROV2713;록콜 해구 ;;;;;;;;;;X
PROV2714;클레어 만 ;;;;;;;;;;X
PROV2715;고반 스푸르 ;;;;;;;;;;X
PROV2716;헤브리디스 제도 ;;;;;;;;;;X
PROV2717;록콜 ;;;;;;;;;;X
PROV2718;포메라니안 만 ;;;;;;;;;;X
PROV2719;단치히 만 ;;;;;;;;;;X
PROV2720;칼마르 해협 ;;;;;;;;;;X
PROV2721;중앙 발트 해 ;;;;;;;;;;X
PROV2722;노르셰핑 만 ;;;;;;;;;;X
PROV2723;북부 발트 해 ;;;;;;;;;;X
PROV2724;리가 만 ;;;;;;;;;;X
PROV2725;핀란드 만 ;;;;;;;;;;X
PROV2726;아베난마 해 ;;;;;;;;;;X
PROV2727;보스니아 해 ;;;;;;;;;;X
PROV2728;보스니아 만 ;;;;;;;;;;X
PROV2729;서부 흑해 ;;;;;;;;;;X
PROV2730;카르키니트 만 ;;;;;;;;;;X
PROV2731;동부 흑해 ;;;;;;;;;;X
PROV2732;아조프 해 ;;;;;;;;;;X
PROV2733;중앙 흑해 ;;;;;;;;;;X
PROV2734;서부 아드리아 해 ;;;;;;;;;;X
PROV2735;베네치아 만 ;;;;;;;;;;X
PROV2736;동부 아드리아 해 ;;;;;;;;;;X
PROV2737;오트란토 해협 ;;;;;;;;;;X
PROV2738;이오니아 해 ;;;;;;;;;;X
PROV2739;이오니아 제도 ;;;;;;;;;;X
PROV2740;동부 지중해 ;;;;;;;;;;X
PROV2741;안탈리아 만 ;;;;;;;;;;X
PROV2742;에게 해 ;;;;;;;;;;X
PROV2743;크레타 해 ;;;;;;;;;;X
PROV2744;시리아 해안 ;;;;;;;;;;X
PROV2745;하이파 만 ;;;;;;;;;;X
PROV2746;니카과라 호 ;;;;;;;;;;X
PROV2747;라도가 호 ;;;;;;;;;;X
PROV2748;발하슈 호 ;;;;;;;;;;X
PROV2749;탕가니카 호 ;;;;;;;;;;X
PROV2750;말라위 호 ;;;;;;;;;;X
PROV2751;베넌 호 ;;;;;;;;;;X
PROV2752;베턴 호 ;;;;;;;;;;X
PROV2753;빅토리아 호 ;;;;;;;;;;X
PROV2754;차드 호 ;;;;;;;;;;X
PROV2755;솔트 레이크 ;;;;;;;;;;X
PROV2756;온타리오 호 ;;;;;;;;;;X
PROV2757;중부 카스피 해 ;;;;;;;;;;X
PROV2758;중부 카스피 해 ;;;;;;;;;;X
PROV2759;남부 카스피 해 ;;;;;;;;;;X
PROV2760;카스피 해;;;;;;;;;;X
PROV2761;free;;;;;;;;;;X
PROV2762;free;;;;;;;;;;X
PROV2763;free;;;;;;;;;;X
PROV2764;free;;;;;;;;;;X
PROV2765;free;;;;;;;;;;X
PROV2766;free;;;;;;;;;;X
PROV2767;free;;;;;;;;;;X
PROV2768;free;;;;;;;;;;X
PROV2769;free;;;;;;;;;;X
##;;;;;;;;;;;X
#  Regional definitions;;;;;;;;;;;X
##;;;;;;;;;;;X
CON_-;-;;;;;;;;;;X
CON_Africa;아프리카 ;;;;;;;;;;X
CON_Asia;아시아 ;;;;;;;;;;X
CON_Europe;유럽 ;;;;;;;;;;X
CON_NAmerica;북 아메리카 ;;;;;;;;;;X
CON_Oceania;오세아니아 ;;;;;;;;;;X
CON_SAmerica;남 아메리카 ;;;;;;;;;;X
##;;;;;;;;;;;X
AREA_-;-;;;;;;;;;;X
AREA_ADELAIDE;애들레이드 ;;;;;;;;;;X
AREA_AFGHANISTAN;아프가니스탄 ;;;;;;;;;;X
AREA_AGATS;아가츠 ;;;;;;;;;;X
AREA_ALABAMA;앨러배마 ;;;;;;;;;;X
AREA_ALASKA;알래스카 ;;;;;;;;;;X
AREA_ALASKAN_ARCHIPELAGO;동 알류샨 ;;;;;;;;;;X
AREA_ALBANIA;알바니아 ;;;;;;;;;;X
AREA_ALBERTA;앨버타 ;;;;;;;;;;X
AREA_ALGERIAN_COAST;알제리 해안 ;;;;;;;;;;X
AREA_ALICE_SPRINGS;앨리스 스프링스 ;;;;;;;;;;X
AREA_ALPES_PROVENCE;알프스-프로방스 ;;;;;;;;;;X
AREA_AMUR;아무르 ;;;;;;;;;;X
AREA_ANATOLIAN_NORTH_COAST;아나톨리아 북 해안 ;;;;;;;;;;X
AREA_ANATOLIAN_SOUTH_COAST;아나톨리아 남 해안 ;;;;;;;;;;X
AREA_ANGOLAN_COAST;앙골라 해안 ;;;;;;;;;;X
